,city,country,latitude,longitude,name,postalCode,state
5443,Clermont,US,28,-81,Domino's Pizza,34711,FL
5444,Tampa,US,27,-82,Domino's Pizza,33615,FL
5445,Pompano Beach,US,26,-80,Checkers,33069,FL
5446,Windermere,US,28,-81,Taco Bell,34786,FL
5447,West Palm Beach,US,26,-80,McDonald's,33415,FL
5448,Lake Mary,US,28,-81,Domino's Pizza,32746,FL
5449,Tampa,US,27,-82,Checkers,33607,FL
5450,Atlanta,US,33,-94,Taco Bell,75551,TX
5451,Fort Lauderdale,US,26,-80,Burger King,33313,FL
5452,Lakehurst,US,40,-74,McDonald's,8733,NJ
5453,Jackson,US,37,-89,McDonald's,63755,MO
5454,Wisconsin Rapids,US,44,-89,Hardee's,54494,WI
5455,Lampasas,US,31,-98,Taco Bell,76550,TX
5456,Gallup,US,35,-108,Taco Bell,87301,NM
5457,Gallup,US,35,-108,Taco Bell,87301,NM
5458,Mooresville,US,35,-80,Arby's,28117,NC
5459,Pflugerville,US,30,-97,SONIC Drive In,78660,TX
5460,Fort Lauderdale,US,26,-80,Burger King,33311,FL
5461,West Hartford,US,41,-72,Five Guys,6117,CT
5462,Smithville,US,39,-94,McDonald's,64089,MO
5463,Fort Lauderdale,US,26,-80,McDonald's,33313,FL
5464,Fairfield,US,38,-122,McDonald's,94533,CA
5465,Covington,US,30,-90,McDonald's,70433,LA
5466,Fort Lauderdale,US,26,-80,Burger King,33330,FL
5467,Centralia,US,38,-89,Taco Bell,62801,IL
5468,Pinckney,US,42,-83,McDonald's,48169,MI
5469,Saint Charles,US,38,-90,SONIC Drive In,63303,MO
5470,Minneapolis,US,45,-93,Taco Bell,55428,MN
5471,Utica,US,42,-82,Boston Market,48315,MI
5472,Evansville,US,38,-87,Wendy's,47725,IN
5473,Pacific,US,38,-90,McDonalds,63069,MO
5474,Braidwood,US,41,-88,McDonald's,60408,IL
5475,York,US,34,-81,McDonald's,29745,SC
5476,Ecorse,US,42,-83,Burger King,48229,MI
5477,Waynesville,US,35,-83,Taco Bell,28786,NC
5478,Crestwood,US,38,-85,DQ Grill & Chill,40014,KY
5479,Indianapolis,US,39,-86,Burger King,46222,IN
5480,Randleman,US,35,-79,Waffle House,27317,NC
5481,Shelbyville,US,39,-85,McDonalds,46176,IN
5482,Towson,US,39,-76,Five Guys,21204,MD
5483,Saint Paul,US,44,-93,McDonald's,55104,MN
5484,Mission,US,39,-94,Burger King,66202,KS
5485,Chalfont,US,40,-75,McDonalds,18914,PA
5486,Frederick,US,39,-77,Chick-Fil-A,21701,MD
5488,Howell,US,42,-83,McDonald's,48843,MI
5489,Charlotte,US,42,-84,Rally's,48813,MI
5490,Belleville,US,42,-83,Burger King,48111,MI
5491,Brockton,US,42,-70,McDonald's,2302,MA
5492,Kenner,US,30,-90,McDonald's,70062,LA
5493,Round Lake,US,42,-88,McDonald's,60073,IL
5494,Hinsdale,US,41,-87,McDonald's,60521,IL
5495,Higginsville,US,39,-93,SONIC Drive In,64037,MO
5496,Evansville,US,37,-87,Arby's,47715,IN
5497,Ellijay,US,34,-84,Arby's,30540,GA
5498,Portland,US,43,-70,Taqueria,4101,ME
5499,Reno,US,39,-119,Taqueria,89502,NV
5500,Eden,US,36,-79,Bojangles' Famous Chicken 'n Biscuits,27288,NC
5501,Randleman,US,35,-79,Taco Bell,27317,NC
5502,Paramus,US,40,-74,McDonald's,7652,NJ
5503,Altoona,US,41,-93,Domino's Pizza,50009,IA
5504,Bensalem,US,40,-74,Mcdonald's,19020,PA
5505,Saint Louis,US,38,-90,Church's Chicken,63121-5023,MO
5506,Louisville,US,38,-85,Long John Silvers,40219,KY
5507,North Miami Beach,US,25,-80,Burger King,33160,FL
5508,Marshall,US,35,-92,SONIC Drive In,72650,AR
5509,Dawsonville,US,34,-84,McDonald's,30534,GA
5510,Fort Lauderdale,US,26,-80,Burger King,33314,FL
5511,Liberty,US,39,-94,McDonald's,64068,MO
5512,Greenwood,US,39,-86,McDonald's,46143,IN
5513,Fort Lauderdale,US,26,-80,Burger King,33326,FL
5514,Billings,US,45,-108,Jimmy John's,59101,MT
5515,Jefferson City,US,38,-92,Burger King,65101,MO
5516,Leesburg,US,28,-81,McDonald's,34788,FL
5517,Martinsville,US,39,-86,Long John Silvers,46151,IN
5518,Shepherdsville,US,37,-85,McDonald's,40165,KY
5519,Des Moines,US,41,-93,Panera Bread,50309,IA
5520,Arnold,US,38,-90,McDonald's,63010,MO
5521,Dunlap,US,35,-85,SONIC Drive In,37327,TN
5522,Monroe,US,35,-80,KFC,28110,NC
5523,Asheville,US,35,-82,SONIC Drive In,28803,NC
5524,High Point,US,35,-79,Bojangles' Famous Chicken 'n Biscuits,27263,NC
5525,Cottage Grove,US,44,-92,McDonald's,55016,MN
5526,Superior,US,46,-92,A & W Family Restaurant,54880,WI
5527,Kennebunk,US,43,-70,McDonald's,4043,ME
5528,Harwood Heights,US,41,-87,Burger King,60706,IL
5529,Minneapolis,US,44,-93,Burger King,55426,MN
5530,Hyattsville,US,38,-76,McDonald's,20785,MD
5531,Mandan,US,46,-100,McDonald's,58554,ND
5532,Park Hills,US,37,-90,McDonald's,63601,MO
5533,Wilkes Barre,US,41,-75,McDonald's,18706,PA
5534,Pennsauken,US,39,-75,McDonald's,8110,NJ
5535,Douglas,US,31,-109,Taco Bell,85607,AZ
5536,Buckeye,US,33,-112,McDonald's,85326,AZ
5537,Dumfries,US,38,-77,Taco Bell,22026,VA
5538,Mesa,US,33,-111,Jimmy John's,85212,AZ
5539,Princeton,US,45,-93,Taco John's,55371,MN
5540,Sahuarita,US,31,-110,McDonald's,85629,AZ
5541,Chandler,US,33,-111,Sonic Drive In,85286,AZ
5542,Gallup,US,35,-108,Sonic Drive-In,87301,NM
5543,Kingman,US,35,-114,McDonald's,86409,AZ
5544,Benson,US,31,-110,Taco Bell,85602,AZ
5545,Queen Creek,US,33,-111,Domino's Pizza,85142,AZ
5546,Kingman,US,35,-114,McDonald's,86401,AZ
5547,Glendale,US,33,-112,McDonald's,85307,AZ
5548,Saint Paul,US,45,-93,Domino's Pizza,55126,MN
5549,Chandler,US,33,-111,Domino's Pizza,85248,AZ
5550,Ithaca,US,42,-76,Arby's,14850,NY
5551,Rocky Mount,US,35,-77,Bojangles' Famous Chicken 'n Biscuits,27801,NC
5552,Painesville,US,41,-81,Arby's,44077,OH
5553,Rocky Mount,US,35,-77,McDonald's,27801,NC
5554,Rhinelander,US,45,-89,Taco John's,54501,WI
5555,Cheyenne,US,41,-104,McDonald's,82009,WY
5556,Gardendale,US,33,-86,Krystal,35071,AL
5557,Rhinelander,US,45,-89,McDonald's,54501,WI
5558,Medford,US,45,-90,KFC,54451,WI
5559,Walton,US,38,-84,Domino's Pizza,41094,KY
5560,Milford,US,41,-73,Boston Market,6460,CT
5561,Marysville,US,39,-121,Taco Bell,95901,CA
5562,North Manchester,US,41,-85,KFC,46962-1943,IN
5563,Benton,US,36,-88,Sonic Drive-In,42025,KY
5564,Greenup,US,38,-82,McDonald's,41144,KY
5565,Louisville,US,38,-85,McDonald's,40207,KY
5566,Paintsville,US,37,-82,McDonald's,41240,KY
5567,Beaver Dam,US,37,-86,Taco Bell,42320,KY
5568,Metairie,US,30,-90,Domino's Pizza,70005,LA
5569,Lincoln,US,38,-121,In-N-Out Burger,95648,CA
5570,Bowling Green,US,37,-86,Rally's,42101,KY
5571,Bowling Green,US,37,-86,Subway,42101,KY
5572,Independence,US,38,-84,Domino's Pizza,41051,KY
5573,Bowling Green,US,36,-86,Rally's,42101,KY
5574,Monroe,US,32,-92,Chick-fil-A,71203,LA
5575,Madison,US,38,-85,Wendy's,47250,IN
5576,Greensburg,US,39,-85,Domino's Pizza,47240,IN
5577,New Roads,US,30,-91,Sonic Drive-In,70760,LA
5578,Hartford,US,41,-72,Subway,6105,CT
5579,Indianapolis,US,39,-86,Arby's,46217,IN
5580,Sylva,US,35,-83,Ryan's,28779,NC
5582,Chelsea,US,42,-84,Taco Bell,48118,MI
5583,Alexandria,US,38,-84,Wendy's,41001,KY
5584,Nebraska City,US,40,-95,Taco John's,68410,NE
5585,Tunkhannock,US,41,-75,McDonalds,18657,PA
5586,Saint Paul,US,45,-93,Taco John's,55110,MN
5587,Salamanca,US,42,-78,Burger King,14779,NY
5588,Palm Springs,US,33,-116,Carl's Jr.,92262,CA
5589,Ft Mitchell,US,39,-84,Arby's,41017,KY
5590,Santa Maria,US,34,-120,McDonald's,93454,CA
5591,Santa Maria,US,34,-120,McDonald's,93454,CA
5592,Winslow,US,35,-110,Taco Bell,86047,AZ
5593,Cincinnati,US,39,-84,Wendy's,45238,OH
5595,Malden On Hudson,US,42,-73,McDonalds,12453,NY
5596,Newport,US,39,-84,SUBWAY,41076,KY
5597,Cody,US,44,-109,Arby's,82414,WY
5598,Laramie,US,41,-105,Arby's,82070,WY
5599,Rhinelander,US,45,-89,Taco Bell,54501,WI
5600,Cynthiana,US,38,-84,Taco Bell,41031,KY
5601,Glasgow,US,37,-85,McDonald's,42141,KY
5602,Cave City,US,37,-85,McDonalds,42127,KY
5603,Winchester,US,40,-84,Taco Bell,47394,IN
5604,Erlanger,US,39,-84,Pizza Hut,41018,KY
5605,Rockville,US,39,-77,QDOBA Mexican Eats,20852,MD
5606,Hyannis,US,41,-70,Chick-fil-A,2601,MA
5607,Amelia,US,39,-84,Pizza Hut,45102,OH
5608,Swainsboro,US,32,-82,SONIC Drive In,30401,GA
5609,Bedford,US,38,-86,Taco Bell,47421,IN
5610,Emerson,US,40,-74,Boston Market,7630,NJ
5611,Bedford,US,41,-81,McDonald's,44146,OH
5612,Brooklyn,US,40,-73,McDonald's,11203,NY
5613,Amityville,US,40,-73,Five Guys,11701,NY
5614,Cream Ridge,US,40,-74,Burger King,8514,NJ
5615,North Charleston,US,32,-79,Wendy's,29405,SC
5616,Fountain Inn,US,34,-82,Bojangles' Famous Chicken 'n Biscuits,29644,SC
5617,Morganton,US,35,-81,Taco Bell,28655,NC
5618,Cleveland,US,41,-81,Burger King,44128,OH
5619,Montgomery,US,30,-95,McDonald's,77356,TX
5620,Liverpool,US,43,-76,McDonald's,13090,NY
5621,Dickson,US,35,-87,McDonald's,37055,TN
5622,North Brunswick,US,40,-74,McDonald's,8902,NJ
5623,Louisville,US,35,-83,McDonald's,37777,TN
5624,Franklin,US,35,-86,McDonald's,37064,TN
5625,Oklahoma City,US,35,-97,McDonald's,73132,OK
5626,Canastota,US,43,-75,McDonald's,13032,NY
5627,Columbia,US,34,-80,Jimmy Johns,29206,SC
5628,Vancouver,US,45,-122,Chick-fil-A,98684,WA
5629,Elgin,US,30,-97,McDonald's,78621,TX
5630,Greenville,US,34,-82,Bojangles' Famous Chicken 'n Biscuits,29609,SC
5631,Laurens,US,34,-82,Bojangles' Famous Chicken 'n Biscuits,29360,SC
5632,Charleston,US,32,-79,Chick-fil-A,29424,SC
5633,Grand Prairie,US,32,-97,McDonalds,75051,TX
5634,Phillipsburg,US,40,-75,McDonald's,8865,NJ
5635,Streetsboro,US,41,-81,McDonald's,44241,OH
5636,Smyrna,US,35,-86,Checkers,37167,TN
5637,Boise,US,43,-116,Pizza Hut,83706,ID
5638,Anoka,US,45,-93,Taco John's,55303,MN
5639,Hutchinson,US,44,-94,QDOBA Mexican Eats,55350,MN
5640,Byron,US,32,-83,Krystal,31008,GA
5641,Cambridge,US,45,-93,McDonald's,55008,MN
5642,Mankato,US,44,-94,Taco John's,56003,MN
5643,Minneapolis,US,45,-93,McDonald's,55432,MN
5644,Winona,US,44,-91,McDonald's,55987,MN
5645,Saint Paul,US,44,-93,Domino's Pizza,55119,MN
5646,Milwaukee,US,43,-87,Jimmy John's,53217,WI
5647,Austin,US,43,-92,Pizza Hut,55912,MN
5648,Woodstock,US,34,-84,Domino's Pizza,30189,GA
5649,Centerville,US,32,-83,Chick-fil-A,31028,GA
5650,Saint Paul,US,45,-93,McDonald's,55112,MN
5651,Sand Springs,US,36,-96,SONIC Drive In,74063,OK
5652,Council Bluffs,US,41,-95,Raising Cane's Chicken Fingers,51501,IA
5653,Guthrie,US,35,-97,Arby's,73044,OK
5654,Round Lake,US,42,-88,Hardee's,60073,IL
5655,Saint Petersburg,US,27,-82,McDonald's,33707,FL
5656,Groveland,US,28,-81,Domino's Pizza,34736,FL
5657,Altamonte Springs,US,28,-81,Checkers,32714,FL
5658,Plantation,US,26,-80,Jimmy John's,33388,FL
5659,Portland,US,45,-122,Taqueria,97209,OR
5660,Myrtle Beach,US,33,-78,Taco Bell,29575,SC
5662,Oklahoma City,US,35,-97,Long John Silver's,73112,OK
5663,Tallahassee,US,30,-84,Chick-Fil-A,32301,FL
5664,Louisburg,US,36,-78,Bojangles' Famous Chicken 'n Biscuits,27549,NC
5665,Virginia Beach,US,36,-76,Pizza Hut,23455,VA
5666,Roswell,US,33,-104,SONIC Drive In,88201,NM
5667,Camden Wyoming,US,39,-75,Taco Bell,19934,DE
5668,Espanola,US,35,-106,Sonic Drive-In,87532,NM
5669,Rio Rancho,US,35,-106,Whataburger,87144,NM
5670,Hayti,US,36,-89,Pizza Hut,63851,MO
5671,Excelsior Springs,US,39,-94,McDonald's,64024,MO
5672,Wentzville,US,38,-90,Jimmy John's,63385,MO
5673,Farmington,US,36,-108,Taco Bell,87401,NM
5674,Socorro,US,34,-106,Sonic Drive-In,87801,NM
5675,Grants,US,35,-107,McDonald's,87020,NM
5676,Belen,US,34,-106,Sonic Drive-In,87002,NM
5677,Carlsbad,US,32,-104,Sonic Drive-In,88220,NM
5678,Carlsbad,US,32,-104,Taco Bell,88220,NM
5679,Las Vegas,US,35,-105,Blake's Lotaburger,87701,NM
5680,Gallup,US,35,-108,Taco Bell,87301,NM
5681,Carlsbad,US,32,-104,Sonic Drive-In,88220,NM
5682,Espanola,US,36,-106,Domino's Pizza,87532,NM
5683,Belen,US,34,-106,McDonald's,87002,NM
5684,Silver City,US,32,-108,SUBWAY,88061,NM
5685,Farmington,US,36,-108,Sonic Drive-In,87401,NM
5686,Farmington,US,36,-108,Sonic Drive-In,87401,NM
5687,Alamogordo,US,32,-105,Taco Bell,88310,NM
5688,Carthage,US,37,-94,McDonald's,64836,MO
5689,Gallup,US,35,-108,Sonic Drive-In,87301,NM
5690,Silver City,US,32,-108,McDonald's,88061,NM
5691,Rio Rancho,US,35,-106,Taco Cabana,87124,NM
5692,Las Vegas,US,35,-105,Sonic Drive-In,87701,NM
5693,Strafford,US,37,-93,Hardee's,65757,MO
5694,Saint Louis,US,38,-90,Rally's,63136,MO
5695,Lovington,US,32,-103,Sonic Drive-In,88260,NM
5696,Roswell,US,33,-104,Taco Bell,88201,NM
5697,Edgewood,US,35,-106,Domino's Pizza,87015,NM
5698,Kirksville,US,40,-92,McDonald's,63501,MO
5699,Bloomfield,US,36,-107,Sonic Drive-In,87413,NM
5700,Silver City,US,32,-108,Sonic Drive-In,88061,NM
5701,Roswell,US,33,-104,McDonald's,88201,NM
5702,Espanola,US,36,-106,Sonic Drive-In,87532,NM
5703,Ruidoso,US,33,-105,Sonic Drive-In,88345,NM
5704,Roanoke Rapids,US,36,-77,Sonic Drive-In,27870,NC
5705,Lenoir,US,35,-81,McDonald's,28645,NC
5706,Mount Airy,US,36,-80,SONIC Drive In,27030,NC
5707,Hickory,US,35,-81,Taco Bell,28601,NC
5708,Reidsville,US,36,-79,Arby's,27320,NC
5709,Statesville,US,35,-80,SONIC Drive In,28677,NC
5710,Monroe,US,34,-80,SONIC Drive In,28110,NC
5711,Concord,US,35,-80,Chick-Fil-A,28025,NC
5712,Camp Lejeune,US,34,-77,Domino's Pizza,28547,NC
5713,Owens Cross Roads,US,34,-86,SONIC Drive In,35763,AL
5714,Reidsville,US,36,-79,Bojangles' Famous Chicken 'n Biscuits,27320,NC
5715,Richmond,US,37,-77,Bojangles' Famous Chicken 'n Biscuits,23225,VA
5716,Virginia Beach,US,36,-76,Pizza Hut,23464,VA
5717,Trenton,US,40,-74,Quiznos,8691,NJ
5718,Lincoln,US,40,-96,Domino's Pizza,68516,NE
5719,Zebulon,US,35,-78,Taco Bell,27597,NC
5720,Staunton,US,38,-79,Pizza Hut,24401,VA
5721,Carthage,US,35,-79,Bojangles' Famous Chicken 'n Biscuits,28327,NC
5722,Lincoln,US,40,-96,Amigos/Kings Classic,68521,NE
5723,Danville,US,36,-79,McDonald's,24541,VA
5724,Monroe Township,US,40,-74,SUBWAY,8831,NJ
5725,Greenville,US,35,-77,SONIC Drive In,27834,NC
5726,Wise,US,36,-82,McDonald's,24293,VA
5727,Middletown,US,40,-74,SONIC Drive-In,7748,NJ
5728,Burgaw,US,34,-77,McDonald's,28425,NC
5729,Raleigh,US,35,-78,Bad Daddys Burger Bar,27615,NC
5730,Yuma,US,32,-114,Taco Bell,85364,AZ
5731,Clover,US,35,-81,Taco Bell,29710,SC
5732,Big Stone Gap,US,36,-82,McDonald's,24219,VA
5733,Hamburg,US,41,-74,Domino's Pizza,7419,NJ
5734,Chillicothe,US,39,-93,SONIC Drive In,64601,MO
5735,La Crosse,US,36,-78,Sonic Drive-In,23950,VA
5736,Yadkinville,US,36,-80,Taco Bell,27055,NC
5737,Smyrna,US,35,-86,Arby's,37167,TN
5738,Belleville,US,38,-89,Burger King,62222,IL
5739,Richmond,US,37,-77,Waffle House,23235,VA
5740,Memphis,US,35,-89,Checkers,38115,TN
5741,Booneville,US,34,-88,SONIC Drive In,38829,MS
5742,Maquoketa,US,42,-90,McDonald's,52060,IA
5743,Tupelo,US,34,-88,SONIC Drive In,38801,MS
5744,Memphis,US,35,-90,McDonald's,38116,TN
5745,Greenville,US,33,-91,Taco Bell,38701,MS
5746,Cookeville,US,36,-85,Taco Bell,38506,TN
5747,Newton,US,41,-93,Arby's,50208,IA
5748,Hayward,US,46,-91,McDonald's,54843,WI
5749,New Martinsville,US,39,-80,Arby's,26155,WV
5750,Seminole,US,27,-82,McDonald's,33777,FL
5751,Cincinnati,US,39,-84,Arby's,45211,OH
5752,Cumberland,US,39,-78,Roy Rogers,21502,MD
5753,Florence,US,34,-79,Pita Pit,29501,SC
5754,Mason City,US,43,-93,Taco John's,50401,IA
5755,Brecksville,US,41,-81,Jimmy John's,44141,OH
5756,Fort Mill,US,35,-80,McDonald's,29715,SC
5757,Ft Mitchell,US,39,-84,McDonald's,41017,KY
5758,West Monroe,US,32,-92,Taco Bell,71291,LA
5759,Gastonia,US,35,-81,Hardee's,28052,NC
5760,Greensburg,US,40,-79,McDonald's,15601,PA
5761,Seabrook,US,42,-70,McDonald's,3874,NH
5762,Columbia,US,34,-81,Subway,29212,SC
5763,Carlinville,US,39,-89,Hardee's,62626,IL
5764,Murphysboro,US,37,-89,McDonald's,62966,IL
5765,West Palm Beach,US,26,-80,McDonald's,33404,FL
5766,Decatur,US,33,-84,Burger King,30032,GA
5767,Lebanon,US,36,-82,Wendy's,24266,VA
5768,Wheeling,US,40,-80,McDonalds,26003,WV
5769,Oklahoma City,US,35,-97,Domino's Pizza,73115,OK
5770,Henrico,US,37,-77,Pizza Hut,23229,VA
5771,Owasso,US,36,-95,Taco Bell,74055,OK
5772,Okmulgee,US,35,-95,Taco Bell,74447,OK
5773,Mcalester,US,34,-95,McDonald's,74501,OK
5774,Oklahoma City,US,35,-97,McDonald's,73103,OK
5775,Sand Springs,US,36,-96,SONIC Drive In,74063,OK
5776,Bluefield,US,37,-81,Chick-fil-A,24701,WV
5777,Wheeling,US,40,-80,Wendy's,26003,WV
5778,Grove,US,36,-94,Sonic Drive-In,74344,OK
5779,Enid,US,36,-97,Domino's Pizza,73703,OK
5780,Fairmont,US,39,-80,SUBWAY,26554,WV
5781,Okmulgee,US,35,-95,Sonic Drive in,74447,OK
5782,Muskogee,US,35,-95,SUBWAY,74401,OK
5783,Beckley,US,37,-81,Quiznos,25801,WV
5784,Okmulgee,US,35,-95,Domino's Pizza,74447,OK
5785,Grundy,US,37,-82,Long John Silvers,24614,VA
5786,Mcalester,US,34,-95,SONIC Drive In,74501,OK
5787,Fairmont,US,39,-80,McDonald's,26554,WV
5788,Sapulpa,US,35,-96,SONIC Drive In,74066,OK
5789,Wheeling,US,40,-80,Domino's Pizza,26003,WV
5790,Shawnee,US,35,-96,Domino's Pizza,74804,OK
5791,Calera,US,33,-86,Taco Bell,35040,AL
5793,Windsor,US,40,-104,Quiznos,80550,CO
5794,Fort Benning,US,32,-84,Taco Bell,31905,GA
5795,Tampa,US,27,-82,Checkers,33605,FL
5796,Springville,US,33,-86,Taco Bell,35146,AL
5797,Columbus,US,32,-84,McDonald's,31909,GA
5798,Wellington,US,40,-104,McDonald's,80549,CO
5799,Vandalia,US,38,-89,Taco Bell,62471,IL
5800,Montgomery,US,32,-86,SONIC Drive In,36110,AL
5801,Limon,US,39,-103,Taco Bell,80828,CO
5802,Gunnison,US,38,-106,McDonald's,81230,CO
5803,Valrico,US,27,-82,Wendy's,33596,FL
5804,Coal City,US,41,-88,Taco Bell,60416,IL
5805,Palm Bay,US,27,-80,McDonald's,32909,FL
5806,Bolivar,US,37,-93,Arby's,65613,MO
5807,Covington,US,30,-90,Rally's,70433,LA
5808,Lakewood,US,33,-118,Rubio's Coastal Grill,90712,CA
5809,Pinellas Park,US,27,-82,Culver's,33781,FL
5810,Clermont,US,28,-81,Checkers,34714,FL
5811,Central Islip,US,40,-73,Burger King,11722,NY
5812,Hialeah,US,25,-80,Burger King,33015,FL
5813,Plover,US,44,-89,McDonald's,54467,WI
5814,Lindsay,US,36,-119,Taco Bell,93247,CA
5815,Palo Alto,US,37,-122,McDonald's,94304,CA
5816,Yuma,US,32,-114,Sonic Drive-In,85364,AZ
5817,Pomona,US,34,-117,McDonald's,91767,CA
5818,Indianapolis,US,39,-86,Domino's Pizza,46220,IN
5819,Patterson,US,37,-121,Wendy's,95363,CA
5820,Lakewood,US,33,-118,McDonald's,90712,CA
5821,Yuma,US,32,-114,McDonald's,85364,AZ
5822,North Hampton,US,42,-70,Dominos Pizza,3862,NH
5823,Manchester,US,42,-71,Papa Gino's,3103,NH
5824,Saint Johnsbury,US,44,-72,Taco Bell,5819,VT
5825,Milwaukee,US,43,-88,McDonald's,53223,WI
5826,Mc Farland,US,43,-89,McDonalds,53558,WI
5827,Patterson,US,37,-121,Carl's Jr.,95363,CA
5829,Solomons,US,38,-76,McDonald's,20688,MD
5830,Phoenix,US,33,-111,McDonald's,85018,AZ
5831,Charleston,US,38,-81,Arby's,25313,WV
5832,Burleson,US,32,-97,McDonald's,76028,TX
5833,North Little Rock,US,34,-92,Wendy's,72114,AR
5834,Lutz,US,28,-82,Domino's Pizza,33548,FL
5835,Port Isabel,US,26,-97,Whataburger,78578,TX
5836,Fayetteville,US,36,-94,Arby's,72703,AR
5837,Pittsburg,US,38,-121,Burger King,94565,CA
5838,Saint George,US,37,-113,Culver's,84790,UT
5839,Stockton,US,37,-121,McDonalds,95203,CA
5840,West Lafayette,US,40,-86,Jimmy John's,47906,IN
5841,Edinburgh,US,39,-85,Domino's Pizza,46124,IN
5842,Johns Island,US,32,-80,Domino's Pizza,29455,SC
5843,Tell City,US,37,-86,SONIC Drive In,47586,IN
5844,Kendallville,US,41,-85,Taco Bell,46755,IN
5845,Minneapolis,US,45,-93,Domino's Pizza,55421,MN
5846,Plover,US,44,-89,Taco Bell,54467,WI
5847,Wausau,US,44,-89,McDonalds,54401,WI
5848,Minneapolis,US,45,-93,Domino's Pizza,55428,MN
5849,Saint Paul,US,45,-93,SUBWAY,55113,MN
5850,Chippewa Falls,US,44,-91,Culver's,54729,WI
5851,Atlanta,US,33,-84,Domino's Pizza,30305,GA
5852,Rainelle,US,37,-80,McDonald's,25962,WV
5853,Wausau,US,44,-89,McDonalds,54401,WI
5854,Atlanta,US,33,-84,Domino's Pizza,30328,GA
5855,Hopkins,US,44,-93,Domino's Pizza,55343,MN
5856,Battle Ground,US,45,-122,Domino's Pizza,98604,WA
5857,Milwaukee,US,43,-87,Topper's Pizza,53214,WI
5858,Manning,US,33,-80,Bojangles' Famous Chicken 'n Biscuits,29102,SC
5859,Lowell,US,42,-71,Domino's Pizza,1854,MA
5860,Manning,US,33,-80,Taco Bell,29102,SC
5861,Manning,US,33,-80,Sonic Drive-In,29102,SC
5862,Greenville,US,34,-82,St Louis Original Hamburgers,29607,SC
5863,Forest City,US,35,-81,McDonalds,28043,NC
5864,Latonia,US,39,-84,Gold Star Chili,41015,KY
5865,Providence,US,41,-71,Burger King,2904,RI
5866,Jackson,US,37,-89,Taco Bell,63755,MO
5867,Mora,US,45,-93,Hardee's,55051,MN
5868,San Bernardino,US,34,-117,Burger King,92408,CA
5869,Blacksburg,US,35,-81,McDonald's,29702,SC
5870,Pocatello,US,42,-112,Pizza Hut,83202,ID
5871,Twin Falls,US,42,-114,Taco Bell,83301,ID
5872,Danville,US,40,-87,Taco Bell,61832,IL
5873,Pocatello,US,42,-112,Taco Bell,83201,ID
5874,Pocatello,US,42,-112,McDonald's,83201,ID
5875,Great Falls,US,47,-111,Domino's Pizza,59404,MT
5876,Idaho Falls,US,43,-112,McDonald's,83401,ID
5877,Roswell,US,33,-104,Sonic Drive-In,88201,NM
5878,Miami,US,25,-80,Domino's Pizza,33137,FL
5879,Albuquerque,US,35,-106,Domino's Pizza,87114,NM
5880,Annapolis,US,38,-76,Boston Market,21401,MD
5881,Marshall,US,39,-87,Wendy's,62441,IL
5882,Missoula,US,46,-114,Taco Bell,59801,MT
5883,Chillicothe,US,40,-89,McDonalds,61523,IL
5884,Pocatello,US,42,-112,SONIC Drive In,83201,ID
5885,Silver City,US,32,-108,Sonic Drive-In,88061,NM
5886,Tallahassee,US,30,-84,Bojangles' Famous Chicken 'n Biscuits,32301,FL
5887,Carlsbad,US,32,-104,McDonalds,88220,NM
5888,Mansfield,US,40,-82,Dominos Pizza,44903,OH
5889,Rio Rancho,US,35,-106,Domino's Pizza,87144,NM
5890,Holland,US,42,-86,Boston Market,49423,MI
5891,North Charleston,US,32,-80,Waffle House,29418,SC
5892,Seneca,US,34,-82,Captain D's,29678,SC
5893,Minneapolis,US,44,-93,McDonald's,55441,MN
5894,Marysville,US,39,-121,Taco Bell,95901,CA
5895,Needles,US,34,-114,Taco Bell,92363,CA
5896,Buford,US,34,-84,Krystal,30518,GA
5897,Monroe,US,35,-80,Arby's,28110,NC
5898,Framingham,US,42,-71,Burger King,1701,MA
5899,Lancaster,US,34,-118,Burger King,93534,CA
5901,Boonville,US,38,-92,Arby's,65233,MO
5902,Dover,US,40,-81,Mcdonalds,44622,OH
5903,Boonville,US,38,-92,Taco Bell,65233,MO
5904,Abilene,US,32,-99,Taco Bell,79601,TX
5905,Center,US,31,-94,Taco Bell,75935,TX
5906,Raymondville,US,26,-97,Whataburger,78580,TX
5907,Weatherford,US,32,-97,Taco Bell,76087,TX
5908,Orangeburg,US,33,-80,Burger King,29115,SC
5909,Oneida,US,43,-75,Taco Bell,13421,NY
5910,Great Barrington,US,42,-73,McDonald's,1230,MA
5911,Saint Charles,US,38,-90,Domino's Pizza,63304,MO
5912,Warrenton,US,38,-91,Taco Bell,63383,MO
5913,Norwalk,US,41,-93,McDonald's,50211,IA
5914,Indian Trail,US,35,-80,McDonald's,28079,NC
5915,Joplin,US,37,-94,Domino's Pizza,64804,MO
5916,Saint Charles,US,38,-90,Domino's Pizza,63303,MO
5917,Plymouth,US,35,-76,Wendy's,27962,NC
5918,Albany,US,42,-73,McDonald's,12205,NY
5919,Ballwin,US,38,-90,Domino's Pizza,63011,MO
5920,Saint Louis,US,38,-90,Domino's Pizza,63122,MO
5921,South Hill,US,36,-78,Taco Bell,23970,VA
5923,Oneonta,US,42,-75,Wendy's,13820,NY
5924,Fayetteville,US,34,-79,McDonald's,28306,NC
5925,East Meadow,US,40,-73,Arby's,11554,NY
