Latitude,Longitude,Location,Municipality,Crash Type,Year,Crash Count
49.275246,-123.123273,DAVIE ST & HOMER ST,VANCOUVER,PDO,2015,9
49.284824,-123.06364,DUNDAS ST & POWELL ST & SEMLIN DR & WALL ST,VANCOUVER,PDO,2015,9
49.26201,-123.100996,E 10TH AVE & MAIN ST,VANCOUVER,PDO,2015,9
49.260231,-123.103085,E 12TH AVE & QUEBEC ST,VANCOUVER,PDO,2015,9
49.229303,-123.043104,E 45TH AVE & RUPERT ST,VANCOUVER,PDO,2015,9
49.227363,-123.0907,E 47TH AVE & FRASER ST,VANCOUVER,PDO,2015,9
49.227653,-123.077238,E 47TH AVE & KNIGHT ST,VANCOUVER,PDO,2015,9
49.226292,-123.065706,E 48TH AVE & VICTORIA DR,VANCOUVER,PDO,2015,9
49.22504,-123.059158,E 49TH AVE & NANAIMO ST,VANCOUVER,PDO,2015,9
49.225745,-123.105898,E 49TH AVE & ONTARIO ST & W 49TH AVE,VANCOUVER,PDO,2015,9
49.223571,-123.090842,E 51ST AVE & FRASER ST,VANCOUVER,PDO,2015,9
49.213763,-123.077102,E 62ND AVE & KNIGHT ST,VANCOUVER,PDO,2015,9
49.265503,-123.100769,E 6TH AVE & MAIN ST,VANCOUVER,PDO,2015,9
49.248491,-123.072309,E KING EDWARD AVE & KINGSWAY,VANCOUVER,PDO,2015,9
49.26538,-123.140927,FIR ST & W 7TH AVE,VANCOUVER,PDO,2015,9
49.257884,-123.049573,GRANDVIEW HWY & GRANDVIEW HWY S & SLOCAN ST,VANCOUVER,PDO,2015,9
49.279473,-123.116882,HOMER ST & ROBSON ST,VANCOUVER,PDO,2015,9
49.24004,-123.030127,JOYCE ST & WELLINGTON AVE,VANCOUVER,PDO,2015,9
49.234685,-123.162749,LARCH ST & W 41ST AVE,VANCOUVER,PDO,2015,9
49.286463,-123.121986,MELVILLE ST & THURLOW ST,VANCOUVER,PDO,2015,9
49.289784,-123.129402,NICOLA ST & W GEORGIA ST,VANCOUVER,PDO,2015,9
49.262439,-123.12665,OAK ST & W 10TH AVE,VANCOUVER,PDO,2015,9
49.265999,-123.126532,OAK ST & W 6TH AVE,VANCOUVER,PDO,2015,9
49.206913,-123.130318,OAK ST & W 71ST AVE,VANCOUVER,PDO,2015,9
49.263662,-123.143414,PINE ST & W BROADWAY,VANCOUVER,PDO,2015,9
49.297277,-123.13665,STANLEY PARK CAUSEWAY & STANLEY PARK DR,VANCOUVER,PDO,2015,9
49.268353,-123.166346,STEPHENS ST & W 4TH AVE,VANCOUVER,PDO,2015,9
49.260384,-123.112987,W 12TH AVE & YUKON ST,VANCOUVER,PDO,2015,9
49.233812,-123.123875,W 41ST AVE & WILLOW ST,VANCOUVER,PDO,2015,9
49.232097,-123.028143,ABERDEEN ST & KINGSWAY,VANCOUVER,PDO,2015,10
49.26819,-123.138372,ANDERSON ST & GRANVILLE BRIDGE & W 4TH AVE,VANCOUVER,PDO,2015,10
49.245181,-123.153329,ARBUTUS ST & VALLEY DR,VANCOUVER,PDO,2015,10
49.238291,-123.155447,ARBUTUS ST & W 37TH AVE & WEST BOULEVARD,VANCOUVER,PDO,2015,10
49.26825,-123.159845,BALSAM ST & W 4TH AVE,VANCOUVER,PDO,2015,10
49.268422,-123.171072,BAYSWATER ST & W 4TH AVE,VANCOUVER,PDO,2015,10
49.276325,-123.134146,BEACH AVE & BURRARD ST BRIDGE,VANCOUVER,PDO,2015,10
49.245123,-123.02379,BOUNDARY RD & E 29TH AVE,VANCOUVER,PDO,2015,10
49.234918,-123.023635,BOUNDARY RD & VANNESS AVE,VANCOUVER,PDO,2015,10
49.280115,-123.127624,BURRARD ST & HELMCKEN ST,VANCOUVER,PDO,2015,10
49.259444,-123.115012,CAMBIE ST & W 13TH AVE,VANCOUVER,PDO,2015,10
49.257326,-123.091813,CAROLINA ST & E 15TH AVE & KINGSWAY,VANCOUVER,PDO,2015,10
49.280492,-123.104378,CARRALL ST & E PENDER ST & W PENDER ST,VANCOUVER,PDO,2015,10
49.267849,-123.07738,CLARK DR & E 3RD AVE,VANCOUVER,PDO,2015,10
49.261397,-123.069814,COMMERCIAL DR & E 10TH AVE,VANCOUVER,PDO,2015,10
49.270499,-123.069649,COMMERCIAL DR & GRAVELEY ST,VANCOUVER,PDO,2015,10
49.246389,-123.067834,COMMERCIAL ST & KINGSWAY,VANCOUVER,PDO,2015,10
49.233695,-123.193751,CROWN ST & SW MARINE DR,VANCOUVER,PDO,2015,10
49.274524,-123.122136,DAVIE ST & MAINLAND ST,VANCOUVER,PDO,2015,10
49.244498,-123.127659,DEVONSHIRE CRES & OAK ST & ACCESS ROAD,VANCOUVER,PDO,2015,10
49.276755,-123.128786,DRAKE ST & HOWE ST,VANCOUVER,PDO,2015,10
49.247125,-123.185261,DUNBAR ST & W 28TH AVE,VANCOUVER,PDO,2015,10
49.268585,-123.183636,DUNBAR ST & W 4TH AVE,VANCOUVER,PDO,2015,10
49.261071,-123.097763,E 11TH AVE & KINGSWAY,VANCOUVER,PDO,2015,10
49.259523,-123.06207,E 12TH AVE & GRANDVIEW HWY S & LAKEWOOD DR,VANCOUVER,PDO,2015,10
49.232759,-123.048784,E 41ST AVE & EARLES ST,VANCOUVER,PDO,2015,10
49.231247,-123.06554,E 43RD AVE & VICTORIA DR,VANCOUVER,PDO,2015,10
49.228273,-123.090675,E 46TH AVE & FRASER ST,VANCOUVER,PDO,2015,10
49.221799,-123.077478,E 53RD AVE & KNIGHT ST,VANCOUVER,PDO,2015,10
49.218467,-123.101887,E 57TH AVE & MAIN ST,VANCOUVER,PDO,2015,10
49.28117,-123.057838,E HASTINGS ST & GARDEN DR,VANCOUVER,PDO,2015,10
49.25819,-123.046994,GRANDVIEW HWY & KASLO ST,VANCOUVER,PDO,2015,10
49.248332,-123.139148,GRANVILLE ST & W 26TH AVE,VANCOUVER,PDO,2015,10
49.221704,-123.140015,GRANVILLE ST & W 54TH AVE,VANCOUVER,PDO,2015,10
49.207116,-123.124352,HEATHER ST & SW MARINE DR,VANCOUVER,PDO,2015,10
49.280576,-123.115205,HOMER ST & W GEORGIA ST,VANCOUVER,PDO,2015,10
49.260608,-123.125442,LAUREL ST & W 12TH AVE,VANCOUVER,PDO,2015,10
49.248127,-123.167857,MACDONALD ST & PUGET DR & W KING EDWARD AVE & TURNING LANE,VANCOUVER,PDO,2015,10
49.232091,-123.128151,OAK ST & W 43RD AVE,VANCOUVER,PDO,2015,10
49.287491,-123.120435,THURLOW ST & W PENDER ST,VANCOUVER,PDO,2015,10
49.267507,-123.113031,W 2ND AVE & W 4TH AVE & WYLIE ST,VANCOUVER,PDO,2015,10
49.272549,-123.152601,ARBUTUS ST & CORNWALL AVE,VANCOUVER,PDO,2015,11
49.264235,-123.177798,BLENHEIM ST & W BROADWAY,VANCOUVER,PDO,2015,11
49.245163,-123.115602,CAMBIE ST & W 29TH AVE,VANCOUVER,PDO,2015,11
49.212313,-123.117107,CAMBIE ST & W 64TH AVE,VANCOUVER,PDO,2015,11
49.276493,-123.084998,CAMPBELL AVE & PRIOR ST & VENABLES ST,VANCOUVER,PDO,2015,11
49.272475,-123.147806,CORNWALL AVE & CYPRESS ST,VANCOUVER,PDO,2015,11
49.27589,-123.124257,DAVIE ST & RICHARDS ST,VANCOUVER,PDO,2015,11
49.290777,-123.136527,DENMAN ST & HARO ST,VANCOUVER,PDO,2015,11
49.255683,-123.101268,E 17TH AVE & MAIN ST,VANCOUVER,PDO,2015,11
49.239791,-123.058711,E 33RD AVE & NANAIMO ST,VANCOUVER,PDO,2015,11
49.229163,-123.090633,E 45TH AVE & FRASER ST,VANCOUVER,PDO,2015,11
49.252948,-123.081798,GLEN DR & KINGSWAY,VANCOUVER,PDO,2015,11
49.258135,-123.030321,GRANDVIEW HWY & NATAL ST,VANCOUVER,PDO,2015,11
49.257799,-123.056635,GRANDVIEW HWY S & NANAIMO ST,VANCOUVER,PDO,2015,11
49.278201,-123.124606,GRANVILLE ST & HELMCKEN ST,VANCOUVER,PDO,2015,11
49.281368,-123.119815,GRANVILLE ST & ROBSON ST,VANCOUVER,PDO,2015,11
49.277347,-123.120093,HOMER ST & NELSON ST,VANCOUVER,PDO,2015,11
49.280536,-123.124983,HORNBY ST & NELSON ST,VANCOUVER,PDO,2015,11
49.207688,-123.047702,JELLICOE ST & SE MARINE DR,VANCOUVER,PDO,2015,11
49.246306,-123.127662,NANTON AVE & OAK ST & W 28TH AVE,VANCOUVER,PDO,2015,11
49.274948,-123.101941,NATIONAL AVE & QUEBEC ST,VANCOUVER,PDO,2015,11
49.290039,-123.129019,NICOLA ST & W PENDER ST,VANCOUVER,PDO,2015,11
49.283416,-123.112864,RICHARDS ST & W PENDER ST,VANCOUVER,PDO,2015,11
49.263835,-123.20912,SASAMAT ST & W 10TH AVE,VANCOUVER,PDO,2015,11
49.284019,-123.11383,SEYMOUR ST & W PENDER ST,VANCOUVER,PDO,2015,11
49.211004,-123.114891,SW MARINE DR & YUKON ST,VANCOUVER,PDO,2015,11
49.271672,-123.093346,TERMINAL AVE & THORNTON ST,VANCOUVER,PDO,2015,11
49.26386,-123.155298,W BROADWAY & YEW ST,VANCOUVER,PDO,2015,11
49.27971,-123.107629,ABBOTT ST & KEEFER PL,VANCOUVER,PDO,2015,12
49.286748,-123.12592,ALBERNI ST & BUTE ST,VANCOUVER,PDO,2015,12
49.263145,-123.110952,ALBERTA ST & W BROADWAY,VANCOUVER,PDO,2015,12
49.283368,-123.104002,ALEXANDER ST & POWELL ST & WATER ST,VANCOUVER,PDO,2015,12
49.211071,-123.074013,BORDEN ST & SE MARINE DR,VANCOUVER,PDO,2015,12
49.250627,-123.044181,BOYD DIVERSION & E 22ND AVE & RENFREW ST,VANCOUVER,PDO,2015,12
49.281806,-123.133352,BUTE ST & DAVIE ST,VANCOUVER,PDO,2015,12
49.277167,-123.116587,CAMBIE ST & SMITHE ST,VANCOUVER,PDO,2015,12
49.216944,-123.116868,CAMBIE ST & W 59TH AVE,VANCOUVER,PDO,2015,12
49.265763,-123.114674,CAMBIE ST & W 6TH AVE,VANCOUVER,PDO,2015,12
49.275777,-123.114745,CAMBIE ST BRIDGE & EXPO BLVD & SMITHE ST,VANCOUVER,PDO,2015,12
49.2742,-123.114901,CAMBIE ST BRIDGE & MARINASIDE CRES & NELSON ST & PACIFIC BLVD,VANCOUVER,PDO,2015,12
49.234777,-123.19622,CAMOSUN ST & SW MARINE DR & W 41ST AVE & TURNING LANE,VANCOUVER,PDO,2015,12
49.276744,-123.096883,DUNSMUIR VIADUCT & GEORGIA VIADUCT & GORE AVE & PRIOR ST,VANCOUVER,PDO,2015,12
49.261973,-123.098668,E 10TH AVE & KINGSWAY,VANCOUVER,PDO,2015,12
49.259671,-123.081442,E 12TH AVE & GLEN DR,VANCOUVER,PDO,2015,12
49.259447,-123.056626,E 12TH AVE & NANAIMO ST,VANCOUVER,PDO,2015,12
49.257507,-123.101198,E 15TH AVE & MAIN ST,VANCOUVER,PDO,2015,12
49.252708,-123.100937,E 20TH AVE & MAIN ST,VANCOUVER,PDO,2015,12
49.232763,-123.082575,E 41ST AVE & ROSS ST,VANCOUVER,PDO,2015,12
49.218274,-123.090942,E 57TH AVE & FRASER ST,VANCOUVER,PDO,2015,12
49.266429,-123.100864,E 5TH AVE & MAIN ST,VANCOUVER,PDO,2015,12
49.281173,-123.059764,E HASTINGS ST & TEMPLETON DR,VANCOUVER,PDO,2015,12
49.281163,-123.036186,E HASTINGS ST & WINDERMERE ST,VANCOUVER,PDO,2015,12
49.248662,-123.090155,E KING EDWARD AVE & FRASER ST,VANCOUVER,PDO,2015,12
49.267898,-123.138396,FIR ST & FIR ST OFFRAMP & GRANVILLE BRIDGE & GRANVILLE ST & HEMLOCK ST ONRAMP & W 4TH AVE & W 4TH AVE OFFRAMP & BUS LANE,VANCOUVER,PDO,2015,12
49.266182,-123.138468,GRANVILLE ST & W 6TH AVE,VANCOUVER,PDO,2015,12
49.264503,-123.138529,GRANVILLE ST & W 8TH AVE,VANCOUVER,PDO,2015,12
49.279457,-123.126589,HELMCKEN ST & HORNBY ST,VANCOUVER,PDO,2015,12
49.257942,-123.136307,HEMLOCK ST & MARPOLE AVE & W 15TH AVE,VANCOUVER,PDO,2015,12
49.252062,-123.079895,INVERNESS ST & KINGSWAY,VANCOUVER,PDO,2015,12
49.246909,-123.068908,KINGSWAY & MILLER ST,VANCOUVER,PDO,2015,12
49.233191,-123.03407,KINGSWAY & WESSEX ST,VANCOUVER,PDO,2015,12
49.283192,-123.09956,MAIN ST & POWELL ST,VANCOUVER,PDO,2015,12
49.234531,-123.152071,MAPLE ST & W 41ST AVE,VANCOUVER,PDO,2015,12
49.276832,-123.082609,RAYMUR AVE & VENABLES ST,VANCOUVER,PDO,2015,12
49.254202,-123.023656,BOUNDARY RD & E 18TH AVE & LAUREL ST,VANCOUVER,PDO,2015,13
49.265454,-123.145708,BURRARD ST & W 7TH AVE,VANCOUVER,PDO,2015,13
49.287855,-123.124192,BUTE ST & MELVILLE ST,VANCOUVER,PDO,2015,13
49.2889,-123.04061,COMMISSIONER ST & MCGILL ST & TURNING LANE,VANCOUVER,PDO,2015,13
49.268045,-123.147977,CYPRESS ST & W 4TH AVE,VANCOUVER,PDO,2015,13
49.276097,-123.127762,DRAKE ST & GRANVILLE ST,VANCOUVER,PDO,2015,13
49.259308,-123.101108,E 13TH AVE & MAIN ST,VANCOUVER,PDO,2015,13
49.232833,-123.058867,E 41ST AVE & NANAIMO ST,VANCOUVER,PDO,2015,13
49.224517,-123.090805,E 50TH AVE & FRASER ST,VANCOUVER,PDO,2015,13
49.216388,-123.077057,E 59TH AVE & KNIGHT ST,VANCOUVER,PDO,2015,13
49.282288,-123.09963,E CORDOVA ST & MAIN ST,VANCOUVER,PDO,2015,13
49.281166,-123.054581,E HASTINGS ST & KAMLOOPS ST,VANCOUVER,PDO,2015,13
49.258468,-123.056617,GRANDVIEW HWY N & NANAIMO ST,VANCOUVER,PDO,2015,13
49.282477,-123.118135,GRANVILLE ST & W GEORGIA ST,VANCOUVER,PDO,2015,13
49.285312,-123.113845,GRANVILLE ST & W HASTINGS ST,VANCOUVER,PDO,2015,13
49.277772,-123.117489,HAMILTON ST & MAINLAND ST & SMITHE ST,VANCOUVER,PDO,2015,13
49.260498,-123.119936,HEATHER ST & W 12TH AVE,VANCOUVER,PDO,2015,13
49.278846,-123.125624,HELMCKEN ST & HOWE ST,VANCOUVER,PDO,2015,13
49.264464,-123.136081,HEMLOCK ST & W 8TH AVE,VANCOUVER,PDO,2015,13
49.276281,-123.131378,HORNBY ST & PACIFIC ST,VANCOUVER,PDO,2015,13
49.263485,-123.028483,LOUGHEED HWY & SKEENA ST,VANCOUVER,PDO,2015,13
49.274934,-123.099923,MAIN ST & NATIONAL AVE,VANCOUVER,PDO,2015,13
49.268081,-123.150389,MAPLE ST & W 4TH AVE,VANCOUVER,PDO,2015,13
49.217118,-123.12925,OAK ST & W 59TH AVE,VANCOUVER,PDO,2015,13
49.278645,-123.107641,ABBOTT ST & EXPO BLVD & PAT QUINN WAY,VANCOUVER,PDO,2015,14
49.268754,-123.077385,CLARK DR & E 2ND AVE,VANCOUVER,PDO,2015,14
49.284791,-123.057767,DUNDAS ST & GARDEN DR & N GARDEN DR,VANCOUVER,PDO,2015,14
49.282367,-123.114455,DUNSMUIR ST & RICHARDS ST,VANCOUVER,PDO,2015,14
49.260247,-123.105031,E 12TH AVE & ONTARIO ST & W 12TH AVE,VANCOUVER,PDO,2015,14
49.215478,-123.077071,E 60TH AVE & KNIGHT ST,VANCOUVER,PDO,2015,14
49.247416,-123.139168,GRANVILLE ST & NANTON AVE,VANCOUVER,PDO,2015,14
49.210514,-123.140462,GRANVILLE ST & W 68TH AVE,VANCOUVER,PDO,2015,14
49.206351,-123.126198,LAUREL ST & SW MARINE DR,VANCOUVER,PDO,2015,14
49.280109,-123.11787,RICHARDS ST & ROBSON ST,VANCOUVER,PDO,2015,14
49.208266,-123.121586,SW MARINE DR & W 70TH AVE & TURNING LANE,VANCOUVER,PDO,2015,14
49.26379,-123.20609,TRIMBLE ST & W 10TH AVE,VANCOUVER,PDO,2015,14
49.2639,-123.157641,VINE ST & W BROADWAY,VANCOUVER,PDO,2015,14
49.263317,-123.121819,W BROADWAY & WILLOW ST,VANCOUVER,PDO,2015,14
49.227157,-123.155104,ARBUTUS ST & W 49TH AVE & WEST BOULEVARD,VANCOUVER,PDO,2015,15
49.262239,-123.114914,CAMBIE ST & W 10TH AVE,VANCOUVER,PDO,2015,15
49.241084,-123.118437,CAMBIE ST & W 33RD AVE,VANCOUVER,PDO,2015,15
49.279321,-123.113277,CAMBIE ST & W GEORGIA ST,VANCOUVER,PDO,2015,15
49.26923,-123.109427,COLUMBIA ST & W 2ND AVE,VANCOUVER,PDO,2015,15
49.269622,-123.07349,E 1ST AVE & WOODLAND DR,VANCOUVER,PDO,2015,15
49.244512,-123.034091,E 29TH AVE & RUPERT ST,VANCOUVER,PDO,2015,15
49.258014,-123.138741,GRANVILLE ST & W 15TH AVE,VANCOUVER,PDO,2015,15
49.260754,-123.136209,HEMLOCK ST & W 12TH AVE,VANCOUVER,PDO,2015,15
49.285971,-123.114856,HOWE ST & W HASTINGS ST,VANCOUVER,PDO,2015,15
49.285277,-123.115844,HOWE ST & W PENDER ST,VANCOUVER,PDO,2015,15
49.263179,-123.112891,W BROADWAY & YUKON ST,VANCOUVER,PDO,2015,15
49.264369,-123.185879,ALMA ST & W BROADWAY,VANCOUVER,PDO,2015,16
49.260441,-123.117629,ASH ST & W 12TH AVE,VANCOUVER,PDO,2015,16
49.229814,-123.116358,CAMBIE ST & W 45TH AVE,VANCOUVER,PDO,2015,16
49.266925,-123.077408,CLARK DR & E 4TH AVE,VANCOUVER,PDO,2015,16
49.230603,-123.185361,DUNBAR ST & SW MARINE DR,VANCOUVER,PDO,2015,16
49.234768,-123.185324,DUNBAR ST & W 41ST AVE,VANCOUVER,PDO,2015,16
49.284805,-123.059708,DUNDAS ST & N TEMPLETON DR & TEMPLETON DR,VANCOUVER,PDO,2015,16
49.257099,-123.141293,FIR ST & W 16TH AVE,VANCOUVER,PDO,2015,16
49.213145,-123.140369,GRANVILLE ST & W 64TH AVE,VANCOUVER,PDO,2015,16
49.265342,-123.138499,GRANVILLE ST & W 7TH AVE,VANCOUVER,PDO,2015,16
49.280985,-123.122436,HOWE ST & SMITHE ST,VANCOUVER,PDO,2015,16
49.237648,-123.127951,OAK ST & W 37TH AVE,VANCOUVER,PDO,2015,16
49.210855,-123.098155,PRINCE EDWARD ST & SE MARINE DR,VANCOUVER,PDO,2015,16
49.285723,-123.123132,THURLOW ST & W GEORGIA ST,VANCOUVER,PDO,2015,16
49.276812,-123.079305,VENABLES ST & VERNON DR,VANCOUVER,PDO,2015,16
49.281065,-123.107583,ABBOTT ST & W PENDER ST,VANCOUVER,PDO,2015,17
49.276538,-123.115575,BEATTY ST & SMITHE ST,VANCOUVER,PDO,2015,17
49.219058,-123.116784,CAMBIE ST & W 57TH AVE,VANCOUVER,PDO,2015,17
49.284897,-123.118345,DUNSMUIR ST & HORNBY ST,VANCOUVER,PDO,2015,17
49.281132,-123.02833,E HASTINGS ST & SKEENA ST,VANCOUVER,PDO,2015,17
49.238013,-123.139448,GRANVILLE ST & W 37TH AVE,VANCOUVER,PDO,2015,17
49.282643,-123.12176,HORNBY ST & ROBSON ST,VANCOUVER,PDO,2015,17
49.257668,-123.168378,MACDONALD ST & W 16TH AVE,VANCOUVER,PDO,2015,17
49.284833,-123.065509,POWELL ST & VICTORIA DR,VANCOUVER,PDO,2015,17
49.282001,-123.107193,ABBOTT ST & W HASTINGS ST,VANCOUVER,PDO,2015,18
49.289005,-123.128224,BROUGHTON ST & W GEORGIA ST,VANCOUVER,PDO,2015,18
49.281474,-123.104327,CARRALL ST & E HASTINGS ST & W HASTINGS ST,VANCOUVER,PDO,2015,18
49.227367,-123.171556,CEDARHURST ST & SW MARINE DR & W 49TH AVE,VANCOUVER,PDO,2015,18
49.282984,-123.115396,DUNSMUIR ST & SEYMOUR ST,VANCOUVER,PDO,2015,18
49.270128,-123.100736,E 1ST AVE & MAIN ST,VANCOUVER,PDO,2015,18
49.269212,-123.102714,E 2ND AVE & QUEBEC ST,VANCOUVER,PDO,2015,18
49.263014,-123.104885,E BROADWAY & ONTARIO ST & W BROADWAY,VANCOUVER,PDO,2015,18
49.262966,-123.102961,E BROADWAY & QUEBEC ST,VANCOUVER,PDO,2015,18
49.281312,-123.097465,E HASTINGS ST & GORE AVE,VANCOUVER,PDO,2015,18
49.281154,-123.046659,E HASTINGS ST & KASLO ST,VANCOUVER,PDO,2015,18
49.281175,-123.061688,E HASTINGS ST & LAKEWOOD DR,VANCOUVER,PDO,2015,18
49.260842,-123.14114,FIR ST & W 12TH AVE,VANCOUVER,PDO,2015,18
49.258921,-123.138726,GRANVILLE ST & W 14TH AVE,VANCOUVER,PDO,2015,18
49.263559,-123.136088,HEMLOCK ST & W BROADWAY,VANCOUVER,PDO,2015,18
49.276628,-123.118973,MAINLAND ST & NELSON ST,VANCOUVER,PDO,2015,18
49.212187,-123.109974,MANITOBA ST & SW MARINE DR,VANCOUVER,PDO,2015,18
49.267984,-123.14324,PINE ST & W 4TH AVE,VANCOUVER,PDO,2015,18
49.211117,-123.083233,ROSS ST & SE MARINE DR,VANCOUVER,PDO,2015,18
49.268152,-123.155141,W 4TH AVE & YEW ST,VANCOUVER,PDO,2015,18
49.242116,-123.153482,ARBUTUS ST & W 33RD AVE,VANCOUVER,PDO,2015,19
49.274492,-123.119437,BEATTY WALK & CAMBIE ST & EXPO BLVD & PACIFIC BLVD,VANCOUVER,PDO,2015,19
49.276078,-123.118097,CAMBIE ST & NELSON ST,VANCOUVER,PDO,2015,19
49.281248,-123.070399,COMMERCIAL DR & E HASTINGS ST,VANCOUVER,PDO,2015,19
49.28727,-123.141822,DAVIE ST & DENMAN ST,VANCOUVER,PDO,2015,19
49.276501,-123.125189,DAVIE ST & SEYMOUR ST,VANCOUVER,PDO,2015,19
49.25954,-123.065949,E 12TH AVE & VICTORIA DR,VANCOUVER,PDO,2015,19
49.269634,-123.075422,E 1ST AVE & MCLEAN DR,VANCOUVER,PDO,2015,19
49.281162,-123.051974,E HASTINGS ST & PENTICTON ST,VANCOUVER,PDO,2015,19
49.248512,-123.076075,E KING EDWARD AVE & KNIGHT ST,VANCOUVER,PDO,2015,19
49.280381,-123.099699,E PENDER ST & MAIN ST,VANCOUVER,PDO,2015,19
49.267924,-123.140873,FIR ST & W 4TH AVE,VANCOUVER,PDO,2015,19
49.280325,-123.121393,GRANVILLE ST & SMITHE ST,VANCOUVER,PDO,2015,19
49.276783,-123.099855,MAIN ST & MAIN ST OFFRAMP & PRIOR ST & STATION ST & TURNING LANE,VANCOUVER,PDO,2015,19
49.277982,-123.121081,NELSON ST & RICHARDS ST,VANCOUVER,PDO,2015,19
49.278601,-123.122011,NELSON ST & SEYMOUR ST,VANCOUVER,PDO,2015,19
49.279049,-123.119478,RICHARDS ST & SMITHE ST,VANCOUVER,PDO,2015,19
49.292192,-123.134398,ALBERNI ST & DENMAN ST,VANCOUVER,PDO,2015,20
49.28535,-123.123706,ALBERNI ST & THURLOW ST,VANCOUVER,PDO,2015,20
49.261003,-123.15306,ARBUTUS ST & W 12TH AVE,VANCOUVER,PDO,2015,20
49.220267,-123.06587,ARGYLE DR & E 54TH AVE & VICTORIA DR,VANCOUVER,PDO,2015,20
49.254903,-123.11516,CAMBIE ST & W 18TH AVE,VANCOUVER,PDO,2015,20
49.251162,-123.078009,CLARK DR & KINGSWAY,VANCOUVER,PDO,2015,20
49.240302,-123.090377,E 33RD AVE & FRASER ST,VANCOUVER,PDO,2015,20
49.240503,-123.101467,E 33RD AVE & MAIN ST,VANCOUVER,PDO,2015,20
49.22464,-123.032269,E 49TH AVE & TYNE ST,VANCOUVER,PDO,2015,20
49.281159,-123.049336,E HASTINGS ST & SLOCAN ST,VANCOUVER,PDO,2015,20
49.207107,-123.056819,ELLIOTT ST & SE MARINE DR,VANCOUVER,PDO,2015,20
49.259815,-123.138729,GRANVILLE ST & W 13TH AVE,VANCOUVER,PDO,2015,20
49.263294,-123.119894,HEATHER ST & W BROADWAY,VANCOUVER,PDO,2015,20
49.23824,-123.031848,JOYCE ST & VANNESS AVE,VANCOUVER,PDO,2015,20
49.263368,-123.124176,LAUREL ST & W BROADWAY,VANCOUVER,PDO,2015,20
49.269277,-123.106627,MANITOBA ST & W 2ND AVE,VANCOUVER,PDO,2015,20
49.281213,-123.116191,RICHARDS ST & W GEORGIA ST,VANCOUVER,PDO,2015,20
49.209373,-123.118961,ASH ST & SW MARINE DR,VANCOUVER,PDO,2015,21
49.250655,-123.023652,BOUNDARY RD & E 22ND AVE & ELMWOOD ST,VANCOUVER,PDO,2015,21
49.285601,-123.119391,BURRARD ST & DUNSMUIR ST,VANCOUVER,PDO,2015,21
49.248771,-123.10107,E KING EDWARD AVE & MAIN ST,VANCOUVER,PDO,2015,21
49.26171,-123.138572,GRANVILLE ST & W 11TH AVE,VANCOUVER,PDO,2015,21
49.281573,-123.123373,HORNBY ST & SMITHE ST,VANCOUVER,PDO,2015,21
49.277634,-123.099817,MAIN ST & MAIN ST ONRAMP & UNION ST,VANCOUVER,PDO,2015,21
49.284046,-123.111908,RICHARDS ST & W HASTINGS ST,VANCOUVER,PDO,2015,21
49.281825,-123.117138,SEYMOUR ST & W GEORGIA ST,VANCOUVER,PDO,2015,21
49.234628,-123.158501,W 41ST AVE & YEW ST,VANCOUVER,PDO,2015,21
49.260941,-123.145866,BURRARD ST & W 12TH AVE,VANCOUVER,PDO,2015,22
49.286556,-123.117889,BURRARD ST & W PENDER ST,VANCOUVER,PDO,2015,22
49.285973,-123.126958,BUTE ST & ROBSON ST,VANCOUVER,PDO,2015,22
49.284779,-123.056525,DUNDAS ST & N NANAIMO ST & NANAIMO ST,VANCOUVER,PDO,2015,22
49.224712,-123.041049,E 49TH AVE & KERR ST,VANCOUVER,PDO,2015,22
49.281211,-123.065573,E HASTINGS ST & VICTORIA DR,VANCOUVER,PDO,2015,22
49.279909,-123.124039,HOWE ST & NELSON ST,VANCOUVER,PDO,2015,22
49.279482,-123.099737,KEEFER ST & MAIN ST,VANCOUVER,PDO,2015,22
49.28249,-123.128048,NELSON ST & THURLOW ST,VANCOUVER,PDO,2015,22
49.212983,-123.130098,OAK ST & W 64TH AVE,VANCOUVER,PDO,2015,22
49.284599,-123.124848,ROBSON ST & THURLOW ST,VANCOUVER,PDO,2015,22
49.268607,-123.185686,ALMA ST & W 4TH AVE,VANCOUVER,PDO,2015,23
49.26325,-123.11752,ASH ST & W BROADWAY,VANCOUVER,PDO,2015,23
49.208177,-123.023537,BOUNDARY RD & MARINE DR & SE MARINE DR,VANCOUVER,PDO,2015,23
49.282555,-123.109609,CAMBIE ST & W HASTINGS ST,VANCOUVER,PDO,2015,23
49.275047,-123.129408,CONTINENTAL ST & GRANVILLE BRIDGE & HOWE ST & HOWE ST ONRAMP & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP & SEYMOUR ST & SEYMOUR ST OFFRAMP,VANCOUVER,PDO,2015,23
49.278405,-123.128134,DAVIE ST & HORNBY ST,VANCOUVER,PDO,2015,23
49.256579,-123.101238,E 16TH AVE & MAIN ST,VANCOUVER,PDO,2015,23
49.240059,-123.065367,E 33RD AVE & VICTORIA DR,VANCOUVER,PDO,2015,23
49.262294,-123.065915,E BROADWAY & VICTORIA DR,VANCOUVER,PDO,2015,23
49.212334,-123.106574,ONTARIO ST & SE MARINE DR & SW MARINE DR,VANCOUVER,PDO,2015,23
